	Well	tau_values	tau_index	GrowthRates	growth_rates_index	saturate_values	saturate_index	saturation_time
144	G1	1.98e-05	11	11362.317887117339	15	0.7643333333333334	32	5.76e-05
145	G2	1.98e-05	11	9522.721057406105	15	0.883	32	5.76e-05
146	G3	1.98e-05	11		23	0.7513333333333333	32	5.76e-05
147	G4	1.8e-05	10	212682.16583667495	10	0.9443333333333334	25	4.5e-05
148	G5	1.98e-05	11	157097.19737732856	11	0.7496666666666666	32	5.76e-05
149	G6	1.98e-05	11	5066.02781082196	16	0.7543333333333333	32	5.76e-05
150	G7	1.98e-05	11	3258.8332801988	16	0.7233333333333333	32	5.76e-05
151	G8	1.98e-05	11		14	0.8253333333333334	22	3.96e-05
152	G9	1.98e-05	11	6035.30767275118	15	0.7286666666666667	32	5.76e-05
153	G10	1.98e-05	11	206816.68648331458	11	0.7160000000000001	32	5.76e-05
154	G11	1.98e-05	11	2102.9518220621976	15	0.7103333333333333	28	5.04e-05
155	G12	1.98e-05	11		15	0.7683333333333334	23	4.14e-05
156	G13	2.16e-05	12	5407.980281223785	18	1.0586666666666666	31	5.58e-05
157	G14	1.98e-05	11	3527.3487103659677	17	0.9446666666666665	27	4.86e-05
158	G15	1.98e-05	11	12266.452641183516	12	0.757	32	5.76e-05
159	G16	1.98e-05	11	6303.1109015855955	15	0.7983333333333333	32	5.76e-05
160	G17	2.16e-05	12	1607.7088271037453	17	0.8689999999999999	32	5.76e-05
161	G18	1.98e-05	11	1388.889612269194	15	0.8000000000000002	25	4.5e-05
162	G19	1.98e-05	11	9981.548860409248	12	0.7096666666666667	32	5.76e-05
163	G20	2.16e-05	12		24	0.786	32	5.76e-05
164	G21	1.98e-05	11	10388.454370752172	12	0.8153333333333332	31	5.58e-05
165	G22	1.98e-05	11	1444.8787222540764	15	0.7676666666666666	25	4.5e-05
166	G23	2.16e-05	12	4559.989121016458	21	0.729	32	5.76e-05
167	G24	1.98e-05	11	130808.34038069162	11	0.7806666666666667	32	5.76e-05
168	H1	1.98e-05	11	11489.817080236544	13	0.773	32	5.76e-05
169	H2	1.98e-05	11	9075.03045393203	12	0.8140000000000001	32	5.76e-05
170	H3	1.98e-05	11	7770.174780949586	15	0.7543333333333333	32	5.76e-05
171	H4	1.98e-05	11	217173.07964679846	11	0.8493333333333334	32	5.76e-05
172	H5	1.98e-05	11	4639.175002099019	17	0.755	32	5.76e-05
173	H6	1.98e-05	11	5571.835504455502	16	0.7533333333333333	32	5.76e-05
174	H7	1.8e-05	10	19126.768542342692	11	1.1516666666666666	29	5.22e-05
175	H8	1.98e-05	11	1548.2080358405947	14	0.7833333333333333	27	4.86e-05
176	H9	1.98e-05	11		23	0.735	32	5.76e-05
177	H10	1.98e-05	11	194704.36433227514	11	0.7296666666666667	29	5.22e-05
178	H11	1.98e-05	11		12	0.871	18	3.24e-05
179	H12	1.98e-05	11	220534.6086948777	11	0.7186666666666666	27	4.86e-05
180	H13	1.98e-05	11	3712.817876351693	17	0.9806666666666666	29	5.22e-05
181	H14	1.98e-05	11	5944.162768042747	17	0.8973333333333334	29	5.22e-05
182	H15	1.98e-05	11	5531.739153663769	17	0.7876666666666668	32	5.76e-05
183	H16	1.98e-05	11	4894.934874235502	17	0.8493333333333334	32	5.76e-05
184	H17	1.98e-05	11	2056.3461684368153	15	0.8109999999999999	25	4.5e-05
185	H18	2.52e-05	14	4408.191300295536	15	0.574	31	5.58e-05
186	H19	2.16e-05	12		24	0.774	32	5.76e-05
187	H20	2.16e-05	12	1867.578789148213	16	0.753	32	5.76e-05
188	H21	1.98e-05	11	117025.30628648117	11	0.778	26	4.68e-05
189	H22	2.16e-05	12		25	0.6646666666666666	32	5.76e-05
190	H23	2.16e-05	12	3756.3060989132673	21	0.7363333333333334	32	5.76e-05
191	H24	1.98e-05	11	13696.926454712133	15	0.7213333333333333	32	5.76e-05
192	I1	1.98e-05	11	12891.077547738998	12	0.7723333333333334	32	5.76e-05
193	I2	1.98e-05	11	11274.48065545608	16	0.8249999999999998	32	5.76e-05
194	I3	1.98e-05	11	6594.67785312929	16	0.746	32	5.76e-05
195	I4	1.8e-05	10	205832.27324999325	10	0.8653333333333334	25	4.5e-05
196	I5	1.98e-05	11	175757.18763370518	11	0.7826666666666666	32	5.76e-05
197	I6	1.98e-05	11	4426.7609162093695	22	0.7503333333333334	32	5.76e-05
198	I7	1.98e-05	11	3816.1337227600743	16	0.7166666666666667	32	5.76e-05
199	I8	1.98e-05	11		14	0.8223333333333334	22	3.96e-05
200	I9	1.98e-05	11	6892.227193634938	12	0.706	30	5.4e-05
201	I10	1.98e-05	11	222970.65928890626	11	0.722	32	5.76e-05
202	I11	1.98e-05	11	6615.106622034199	12	0.7120000000000001	29	5.22e-05
203	I12	1.98e-05	11	3762.591293456246	12	0.7440000000000001	24	4.32e-05
204	I13	2.16e-05	12	3005.0567374256766	19	1.0503333333333333	32	5.76e-05
205	I14	1.98e-05	11	15638.864239491812	12	0.967	31	5.58e-05
206	I15	2.16e-05	12		22	0.7446666666666667	32	5.76e-05
207	I16	1.98e-05	11	9018.377892174778	12	0.7946666666666667	32	5.76e-05
208	I17	2.16e-05	12	1336.6823236169137	17	0.8336666666666667	30	5.4e-05
209	I18	2.16e-05	12		17	0.8046666666666668	25	4.5e-05
210	I19	1.98e-05	11	8654.519488189995	12	0.702	32	5.76e-05
211	I20	1.98e-05	11	4930.739044497328	15	0.7320000000000001	32	5.76e-05
212	I21	1.98e-05	11	13026.019771300687	12	0.8289999999999998	32	5.76e-05
213	I22	1.98e-05	11	5021.194786145622	14	0.7756666666666666	24	4.32e-05
214	I23	2.16e-05	12	5100.217969422996	21	0.7613333333333333	32	5.76e-05
215	I24	1.98e-05	11	18151.418246414192	17	0.8203333333333332	32	5.76e-05
216	J1	1.8e-05	10	11504.323966010706	11	0.7796666666666666	32	5.76e-05
217	J2	1.98e-05	11	7146.972430575927	16	0.8583333333333334	32	5.76e-05
218	J3	1.98e-05	11	6057.795436134092	17	0.7389999999999999	32	5.76e-05
219	J4	1.8e-05	10	3562.959764676479	16	0.815	28	5.04e-05
220	J5	1.98e-05	11	4343.2946653135	17	0.7393333333333333	32	5.76e-05
221	J6	1.98e-05	11	5415.902060605149	16	0.7760000000000001	32	5.76e-05
222	J7	1.98e-05	11	243.62940632596292	14	1.1536666666666668	31	5.58e-05
223	J8	1.98e-05	11	1508.0470225328681	15	0.8010000000000002	28	5.04e-05
224	J9	1.98e-05	11	2457.2094473347533	17	0.7236666666666668	31	5.58e-05
225	J10	1.98e-05	11	184498.5131606744	11	0.7479999999999999	32	5.76e-05
226	J11	1.98e-05	11		16	0.8666666666666666	19	3.42e-05
227	J12	1.98e-05	11	0.3577220346681618	15	0.7216666666666667	31	5.58e-05
228	J13	1.98e-05	11	3457.158032500698	17	0.972	29	5.22e-05
229	J14	1.98e-05	11	2671.937789680803	18	0.8853333333333334	29	5.22e-05
230	J15	1.98e-05	11	6068.76135566315	16	0.7826666666666666	32	5.76e-05
231	J16	1.98e-05	11	3139.121580877489	17	0.8046666666666668	32	5.76e-05
232	J17	2.16e-05	12		15	0.8183333333333334	25	4.5e-05
233	J18	2.52e-05	14		24	0.5553333333333333	30	5.4e-05
234	J19	1.98e-05	11	8324.277743465384	12	0.7123333333333334	32	5.76e-05
235	J20	1.98e-05	11	8123.216887222089	12	0.7656666666666666	32	5.76e-05
236	J21	1.98e-05	11	927.8122780471449	16	0.7996666666666666	28	5.04e-05
237	J22	2.16e-05	12	2028.6946929785238	17	0.6893333333333334	32	5.76e-05
238	J23	1.98e-05	11	6578.949566716615	12	0.694	32	5.76e-05
239	J24	1.98e-05	11	10652.774227421207	13	0.6996666666666668	32	5.76e-05
240	K1	1.8e-05	10	12988.31786580265	13	0.7716666666666666	32	5.76e-05
241	K2	1.98e-05	11	216881.36368411756	11	0.8566666666666666	32	5.76e-05
242	K3	1.98e-05	11	5967.035643387363	15	0.7186666666666666	32	5.76e-05
243	K4	1.8e-05	10	2880.1679775377365	11	0.9163333333333333	26	4.68e-05
244	K5	1.98e-05	11	5754.809848031956	16	0.795	32	5.76e-05
245	K6	1.98e-05	11	4484.003240791183	16	0.7453333333333333	32	5.76e-05
246	K7	1.98e-05	11	4159.889859136946	15	0.733	32	5.76e-05
247	K8	1.98e-05	11	657.8515340092949	14	0.8423333333333334	24	4.32e-05
248	K9	2.16e-05	12	2200.222897831619	20	0.758	31	5.58e-05
249	K10	1.98e-05	11	168246.4627122329	11	0.7403333333333334	32	5.76e-05
250	K11	1.98e-05	11	6664.325604957926	12	0.6823333333333333	31	5.58e-05
251	K12	1.98e-05	11		16	0.7676666666666666	23	4.14e-05
252	K13	1.98e-05	11	9712.645725321167	17	1.0433333333333332	32	5.76e-05
253	K14	1.98e-05	11	4058.7978257713535	17	0.9256666666666667	30	5.4e-05
254	K15	1.98e-05	11	7106.245622906873	15	0.7559999999999999	32	5.76e-05
255	K16	1.98e-05	11	5983.848913752513	15	0.757	32	5.76e-05
256	K17	1.98e-05	11	1577.8421702892447	16	0.8266666666666667	31	5.58e-05
257	K18	2.16e-05	12		16	0.7720000000000001	25	4.5e-05
258	K19	2.16e-05	12	2733.03583685526	17	0.6836666666666668	32	5.76e-05
259	K20	2.16e-05	12		23	0.7183333333333333	32	5.76e-05
260	K21	2.16e-05	12		22	0.8210000000000001	32	5.76e-05
261	K22	1.98e-05	11	114763.22355852318	11	0.7706666666666667	24	4.32e-05
262	K23	1.98e-05	11	3666.8276032431218	17	0.7203333333333334	32	5.76e-05
263	K24	1.98e-05	11	18650.412269020646	14	0.8013333333333333	32	5.76e-05
264	L1	1.98e-05	11	14177.887918626773	15	0.75	32	5.76e-05
265	L2	1.98e-05	11	7675.221844857185	16	0.8023333333333333	32	5.76e-05
266	L3	1.98e-05	11	6546.186979947971	17	0.7156666666666666	32	5.76e-05
267	L4	1.98e-05	11	233127.672102169	11	0.8166666666666665	32	5.76e-05
268	L5	2.16e-05	12	3516.610948373777	17	0.7200000000000001	32	5.76e-05
269	L6	1.98e-05	11	3830.14632409653	21	0.7240000000000001	32	5.76e-05
270	L7	1.8e-05	10	207241.04908300002	10	1.128	31	5.58e-05
271	L8	1.98e-05	11	368.9766581638881	16	0.7549999999999999	32	5.76e-05
272	L9	1.98e-05	11	9094.19841190315	12	0.7106666666666666	31	5.58e-05
273	L10	1.98e-05	11	2234.7276380757153	16	0.7126666666666667	32	5.76e-05
274	L11	1.8e-05	10	198397.05914444194	10	0.8266666666666667	18	3.24e-05
275	L12	1.98e-05	11	225776.179248407	11	0.7053333333333334	25	4.5e-05
276	L13	1.98e-05	11	185564.68124310253	11	0.9553333333333334	30	5.4e-05
277	L14	1.98e-05	11	3901.697352445765	17	0.8836666666666666	29	5.22e-05
278	L15	1.98e-05	11	7877.884332392471	15	0.781	32	5.76e-05
279	L16	1.98e-05	11	7302.063800964131	15	0.8166666666666665	32	5.76e-05
280	L17	1.98e-05	11	125906.13750363111	11	0.7879999999999999	26	4.68e-05
281	L18	2.52e-05	14		19	0.5626666666666668	30	5.4e-05
282	L19	1.98e-05	11	3630.4755677179587	16	0.7073333333333333	32	5.76e-05
283	L20	1.98e-05	11	6401.400685702625	12	0.7253333333333334	32	5.76e-05
284	L21	1.98e-05	11	1170.580757243554	16	0.7936666666666667	29	5.22e-05
285	L22	1.98e-05	11	3368.939280398748	16	0.6713333333333334	32	5.76e-05
286	L23	1.98e-05	11	6270.674383872557	12	0.7013333333333333	32	5.76e-05
287	L24	1.98e-05	11	138152.66306802165	11	0.6930000000000001	32	5.76e-05
288	M1	1.8e-05	10	14161.068770777318	16	0.7633333333333333	32	5.76e-05
289	M2	1.98e-05	11	11332.196930850552	16	0.815	32	5.76e-05
290	M3	1.98e-05	11	7556.493452839703	15	0.7263333333333334	32	5.76e-05
291	M4	1.98e-05	11		16	0.8496666666666667	25	4.5e-05
292	M5	1.98e-05	11	147855.02836916453	11	0.7423333333333333	32	5.76e-05
293	M6	1.98e-05	11	178159.99962067883	11	0.7116666666666666	32	5.76e-05
294	M7	1.98e-05	11	3048.8133269635728	16	0.7076666666666666	32	5.76e-05
295	M8	1.98e-05	11	1358.3272183702904	12	0.8166666666666665	22	3.96e-05
296	M9	2.16e-05	12	3721.333630618605	17	0.706	32	5.76e-05
297	M10	1.98e-05	11	164893.8872332448	11	0.7026666666666666	32	5.76e-05
298	M11	1.98e-05	11	6550.327793367328	12	0.6893333333333334	29	5.22e-05
299	M12	1.98e-05	11		14	0.7426666666666666	23	4.14e-05
300	M13	1.98e-05	11	9964.957700419905	17	1.0259999999999998	32	5.76e-05
301	M14	2.16e-05	12	1521.41173212863	19	0.9136666666666667	32	5.76e-05
302	M15	2.16e-05	12	231997.9609585402	12	0.7119999999999999	32	5.76e-05
303	M16	1.98e-05	11	151859.09675145938	11	0.8063333333333335	32	5.76e-05
304	M17	2.16e-05	12	1897.5403176829325	16	0.7846666666666667	30	5.4e-05
305	M18	1.98e-05	11	2418.4775480593216	13	0.749	24	4.32e-05
306	M19	1.98e-05	11		14	0.6103333333333333	17	3.06e-05
307	M20	1.98e-05	11	7369.091748945968	12	0.6803333333333335	32	5.76e-05
308	M21	1.98e-05	11	5195.1864632955985	12	0.802	32	5.76e-05
309	M22	2.16e-05	12		17	0.7503333333333333	24	4.32e-05
310	M23	1.98e-05	11		23	0.7200000000000001	32	5.76e-05
311	M24	1.98e-05	11	19822.779068097036	14	0.8106666666666666	32	5.76e-05
312	N1	1.8e-05	10	12043.852629254936	14	0.7826666666666666	32	5.76e-05
313	N2	1.98e-05	11	8442.893668407452	18	0.8026666666666666	32	5.76e-05
314	N3	1.98e-05	11	11554.52801018557	12	0.7103333333333333	32	5.76e-05
315	N4	1.98e-05	11	2405.0493716375495	17	0.8156666666666665	31	5.58e-05
316	N5	1.98e-05	11	6263.033579615886	16	0.7239999999999999	32	5.76e-05
317	N6	1.98e-05	11	169364.17891215094	11	0.7056666666666667	32	5.76e-05
318	N7	1.98e-05	11	976.6610611053014	14	1.1566666666666665	32	5.76e-05
319	N8	1.98e-05	11	217226.8606044124	11	0.7319999999999999	28	5.04e-05
320	N9	1.98e-05	11	6438.093021267899	15	0.7173333333333334	32	5.76e-05
321	N10	1.98e-05	11	8355.93874312167	12	0.7079999999999999	32	5.76e-05
322	N11	1.98e-05	11	10671.263132370595	12	0.8353333333333333	22	3.96e-05
323	N12	1.98e-05	11	222404.21818715808	11	0.7043333333333334	32	5.76e-05
324	N13	1.98e-05	11	3451.496469514988	17	0.9786666666666667	32	5.76e-05
325	N14	1.98e-05	11	5421.646612080556	17	0.8756666666666667	32	5.76e-05
326	N15	1.98e-05	11	5943.94287435529	16	0.7566666666666667	32	5.76e-05
327	N16	1.98e-05	11	128532.09215057293	11	0.7886666666666667	32	5.76e-05
328	N17	1.98e-05	11	119039.15187142165	11	0.7879999999999999	26	4.68e-05
329	N18	2.52e-05	14		16	0.5066666666666667	19	3.42e-05
330	N19	1.98e-05	11	8092.430255325245	12	0.698	32	5.76e-05
331	N20	1.98e-05	11	7009.991669971409	12	0.7546666666666666	32	5.76e-05
332	N21	1.98e-05	11	4563.7196433196295	15	0.8286666666666666	30	5.4e-05
333	N22	2.16e-05	12	5227.8668166004545	17	0.6486666666666667	32	5.76e-05
334	N23	1.98e-05	11	6670.735765334083	16	0.6789999999999999	32	5.76e-05
335	N24	1.98e-05	11	12462.994427169237	13	0.7193333333333333	32	5.76e-05
336	O1	1.98e-05	11	16458.155089856653	12	0.7676666666666666	32	5.76e-05
337	O2	1.8e-05	10	12652.947362810499	16	0.7966666666666667	32	5.76e-05
338	O3	1.98e-05	11	166691.99274094205	11	0.6726666666666666	32	5.76e-05
339	O4	1.8e-05	10	3922.9023847028925	14	0.8193333333333332	30	5.4e-05
340	O5	1.98e-05	11	10486.337328722337	12	0.735	32	5.76e-05
341	O6	1.98e-05	11	8909.95479377172	15	0.757	32	5.76e-05
342	O7	1.98e-05	11	9380.417229780089	16	0.7316666666666666	32	5.76e-05
343	O8	1.98e-05	11	205790.93059467382	11	0.7973333333333333	32	5.76e-05
344	O9	2.16e-05	12	5715.697270973712	17	0.7113333333333333	32	5.76e-05
